TPA,Horizontal,Vertical
22.0,5.5,2.44
22.0,5.52,2.42
22.0,5.0,2.65
22.0,4.0,2.23
22.0,4.98,2.65
22.0,4.92,2.64
22.0,4.08,2.27
22.0,4.12,2.3
22.0,4.15,2.32
22.0,4.21,2.34
22.0,4.26,2.37
22.0,4.32,2.4
22.0,4.34,2.41
22.0,4.38,2.43
22.0,4.42,2.45
22.0,4.46,2.48
22.0,4.51,2.49
22.0,4.54,2.51
22.0,4.58,2.53
22.0,4.62,2.55
22.0,4.65,2.57
22.0,4.68,2.57
22.0,4.71,2.58
22.0,4.74,2.58
22.0,4.77,2.59
22.0,4.8,2.6
22.0,4.84,2.61
22.0,4.88,2.63
22.0,4.9,2.63
22.0,4.95,2.65
22.0,3.27,1.89
22.0,3.79,2.12
22.0,3.39,1.95
22.0,0.04,1.0
22.0,0.05,1.01
22.0,0.08,1.03
22.0,0.18,1.07
22.0,0.27,1.1
22.0,0.33,1.14
22.0,0.4,1.15
22.0,0.46,1.17
22.0,0.57,1.19
22.0,0.66,1.2
22.0,0.74,1.2
22.0,0.83,1.21
22.0,0.96,1.22
22.0,1.01,1.23
22.0,1.09,1.24
22.0,1.16,1.26
22.0,1.23,1.27
22.0,1.35,1.29
22.0,1.4,1.31
22.0,1.47,1.32
22.0,1.54,1.33
22.0,1.62,1.34
22.0,1.69,1.36
22.0,8.51,0.14
22.0,1.76,1.39
22.0,8.46,0.12
22.0,8.34,0.16
22.0,7.02,0.92
22.0,7.07,0.88
22.0,7.13,0.85
22.0,7.18,0.82
22.0,7.22,0.79
22.0,7.28,0.75
22.0,7.34,0.7
22.0,7.39,0.67
22.0,7.45,0.63
22.0,7.5,0.6
22.0,7.57,0.56
22.0,7.63,0.53
22.0,7.69,0.49
22.0,7.72,0.46
22.0,7.76,0.44
22.0,7.84,0.4
22.0,7.87,0.38
22.0,7.97,0.34
22.0,8.03,0.31
22.0,8.09,0.28
22.0,8.17,0.24
22.0,8.23,0.22
22.0,8.28,0.19
22.0,8.4,0.13
22.0,6.96,0.98
22.0,1.82,1.4
22.0,1.99,1.44
22.0,3.56,2.07
22.0,3.59,2.07
22.0,3.63,2.1
22.0,3.67,2.13
22.0,3.7,2.15
22.0,3.75,2.16
22.0,3.78,2.18
22.0,3.82,2.2
22.0,3.85,2.22
22.0,3.88,2.25
22.0,3.92,2.26
22.0,3.93,2.26
22.0,4.01,2.31
22.0,4.05,2.32
22.0,4.08,2.33
22.0,4.1,2.35
22.0,4.13,2.36
22.0,4.16,2.36
22.0,4.18,2.38
22.0,4.2,2.39
22.0,4.23,2.39
22.0,4.26,2.4
22.0,3.33,1.92
22.0,3.51,2.04
22.0,1.93,1.42
22.0,3.48,2.03
22.0,3.35,1.96
22.0,2.04,1.46
22.0,2.09,1.48
22.0,2.16,1.5
22.0,2.24,1.52
22.0,2.3,1.54
22.0,2.39,1.57
22.0,2.45,1.58
22.0,2.47,1.6
22.0,2.56,1.62
22.0,2.62,1.65
22.0,2.66,1.66
22.0,2.74,1.7
22.0,2.79,1.71
22.0,2.84,1.73
22.0,2.9,1.76
22.0,2.95,1.77
22.0,3.0,1.78
22.0,3.06,1.82
22.0,3.09,1.85
22.0,3.16,1.86
22.0,3.2,1.88
22.0,3.25,1.92
22.0,3.29,1.94
22.0,3.44,2.01
22.0,6.91,1.02
22.0,3.39,1.99
22.0,6.81,1.09
22.0,4.62,2.53
22.0,4.66,2.55
22.0,4.69,2.56
22.0,4.72,2.57
22.0,4.74,2.57
22.0,4.77,2.57
22.0,4.8,2.59
22.0,4.82,2.6
22.0,4.84,2.6
22.0,4.86,2.6
22.0,4.9,2.6
22.0,4.92,2.61
22.0,4.94,2.61
22.0,4.97,2.61
22.0,4.99,2.61
22.0,5.03,2.61
22.0,5.05,2.61
22.0,5.07,2.61
22.0,5.1,2.6
22.0,5.13,2.6
22.0,5.15,2.6
22.0,5.16,2.59
22.0,5.2,2.58
22.0,4.6,2.52
22.0,5.22,2.58
22.0,4.55,2.5
22.0,4.49,2.46
22.0,3.45,1.99
22.0,6.85,1.06
22.0,3.48,1.99
22.0,3.56,2.03
22.0,3.61,2.05
22.0,3.66,2.08
22.0,3.71,2.09
22.0,3.76,2.12
22.0,3.82,2.15
22.0,3.87,2.17
22.0,3.93,2.2
22.0,3.97,2.21
22.0,4.01,2.24
22.0,4.05,2.26
22.0,4.15,2.31
22.0,4.19,2.33
22.0,4.23,2.35
22.0,4.27,2.37
22.0,4.31,2.39
22.0,4.34,2.4
22.0,4.4,2.44
22.0,4.43,2.45
22.0,4.46,2.45
22.0,4.52,2.48
22.0,5.24,2.57
22.0,4.11,2.29
22.0,5.29,2.55
22.0,5.89,1.97
22.0,5.93,1.93
22.0,5.96,1.9
22.0,5.98,1.87
22.0,6.0,1.85
22.0,6.02,1.84
22.0,6.1,1.76
22.0,6.13,1.71
22.0,6.16,1.68
22.0,6.19,1.64
22.0,6.24,1.6
22.0,5.87,2.0
22.0,6.27,1.57
22.0,6.36,1.49
22.0,6.36,1.49
22.0,6.47,1.38
22.0,6.51,1.34
22.0,6.55,1.31
22.0,6.6,1.26
22.0,6.64,1.23
22.0,6.69,1.19
22.0,5.27,2.56
22.0,6.78,1.11
22.0,6.73,1.16
22.0,6.31,1.54
22.0,5.85,2.03
22.0,6.42,1.43
22.0,5.82,2.06
22.0,5.33,2.54
22.0,5.31,2.54
22.0,5.35,2.52
22.0,5.38,2.51
22.0,5.4,2.49
22.0,5.44,2.46
22.0,5.46,2.43
22.0,5.48,2.42
22.0,5.5,2.4
22.0,5.52,2.38
22.0,5.53,2.36
22.0,5.41,2.47
22.0,5.73,2.17
22.0,5.57,2.32
22.0,5.59,2.3
22.0,5.62,2.27
22.0,5.64,2.25
22.0,5.67,2.23
22.0,5.79,2.09
22.0,5.7,2.2
22.0,5.77,2.11
22.0,5.75,2.14
22.0,5.55,2.34
24.0,4.84,2.03
24.0,4.83,2.06
24.0,5.09,1.7
24.0,4.79,2.11
24.0,4.78,2.13
24.0,4.77,2.15
24.0,4.8,2.09
24.0,4.87,2.0
24.0,4.97,1.86
24.0,4.92,1.95
24.0,4.95,1.91
24.0,5.0,1.83
24.0,5.01,1.8
24.0,5.03,1.78
24.0,4.37,2.5
24.0,5.04,1.75
24.0,4.9,1.97
24.0,4.74,2.18
24.0,4.56,2.39
24.0,4.7,2.23
24.0,4.4,2.48
24.0,5.11,1.67
24.0,4.42,2.47
24.0,4.44,2.46
24.0,4.45,2.45
24.0,4.46,2.44
24.0,4.48,2.43
24.0,4.51,2.41
24.0,4.53,2.39
24.0,4.38,2.5
24.0,4.6,2.37
24.0,4.63,2.35
24.0,4.62,2.34
24.0,4.63,2.33
24.0,4.66,2.3
24.0,4.67,2.28
24.0,4.68,2.25
24.0,4.71,2.21
24.0,5.14,1.64
24.0,5.96,0.72
24.0,5.2,1.56
24.0,5.99,0.68
24.0,6.04,0.65
24.0,6.06,0.62
24.0,6.09,0.6
24.0,6.13,0.57
24.0,6.18,0.53
24.0,6.21,0.5
24.0,6.25,0.47
24.0,6.29,0.45
24.0,6.34,0.41
24.0,6.39,0.37
24.0,6.43,0.38
24.0,6.46,0.41
24.0,0.05,1.0
24.0,4.35,2.5
24.0,0.08,1.01
24.0,0.11,1.02
24.0,5.91,0.77
24.0,5.16,1.6
24.0,5.87,0.79
24.0,5.78,0.87
24.0,5.22,1.53
24.0,5.25,1.49
24.0,5.27,1.45
24.0,5.3,1.42
24.0,5.31,1.39
24.0,5.36,1.33
24.0,5.39,1.29
24.0,5.43,1.25
24.0,5.47,1.21
24.0,5.5,1.17
24.0,5.52,1.14
24.0,5.55,1.1
24.0,5.59,1.06
24.0,5.64,1.02
24.0,5.68,0.97
24.0,5.71,0.95
24.0,5.74,0.91
24.0,5.82,0.84
24.0,4.32,2.51
24.0,2.43,1.76
24.0,4.28,2.52
24.0,1.85,1.53
24.0,1.93,1.56
24.0,1.98,1.58
24.0,2.05,1.61
24.0,2.12,1.63
24.0,2.16,1.65
24.0,2.24,1.69
24.0,1.78,1.5
24.0,2.33,1.72
24.0,2.48,1.78
24.0,2.54,1.8
24.0,2.6,1.84
24.0,2.66,1.87
24.0,2.72,1.89
24.0,2.78,1.92
24.0,2.83,1.95
24.0,2.38,1.74
24.0,1.71,1.48
24.0,1.64,1.45
24.0,1.57,1.44
24.0,0.22,1.09
24.0,0.17,1.05
24.0,0.36,1.16
24.0,0.45,1.19
24.0,0.52,1.21
24.0,0.62,1.22
24.0,0.65,1.22
24.0,0.75,1.24
24.0,0.88,1.26
24.0,0.97,1.27
24.0,1.05,1.29
24.0,1.14,1.31
24.0,1.21,1.33
24.0,1.27,1.34
24.0,1.37,1.36
24.0,1.44,1.39
24.0,1.51,1.42
24.0,2.88,1.97
24.0,2.93,1.99
24.0,2.98,2.02
24.0,3.02,2.04
24.0,3.85,2.46
24.0,3.89,2.48
24.0,3.92,2.49
24.0,3.94,2.5
24.0,3.97,2.5
24.0,4.0,2.51
24.0,4.03,2.52
24.0,4.05,2.52
24.0,4.07,2.52
24.0,4.09,2.53
24.0,4.11,2.53
24.0,4.14,2.54
24.0,4.17,2.53
24.0,4.19,2.53
24.0,4.22,2.52
24.0,4.24,2.53
24.0,4.26,2.52
24.0,3.81,2.44
24.0,4.3,2.52
24.0,3.77,2.42
24.0,3.72,2.39
24.0,3.08,2.07
24.0,3.12,2.09
24.0,3.17,2.12
24.0,3.21,2.14
24.0,3.26,2.18
24.0,3.29,2.19
24.0,3.34,2.21
24.0,3.38,2.23
24.0,3.42,2.26
24.0,3.45,2.28
24.0,3.5,2.3
24.0,3.52,2.31
24.0,3.56,2.33
24.0,3.61,2.35
24.0,3.63,2.37
24.0,3.65,2.38
24.0,3.69,2.39
24.0,3.75,2.4
24.0,0.28,1.11
24.0,4.39,2.4
24.0,0.46,1.18
24.0,4.41,2.37
24.0,4.43,2.34
24.0,4.45,2.31
24.0,4.48,2.26
24.0,4.5,2.24
24.0,4.51,2.21
24.0,4.53,2.18
24.0,4.39,2.42
24.0,4.54,2.14
24.0,4.58,2.08
24.0,4.61,2.03
24.0,4.63,2.0
24.0,4.65,1.96
24.0,4.68,1.91
24.0,4.71,1.86
24.0,4.74,1.81
24.0,4.56,2.12
24.0,4.37,2.44
24.0,4.35,2.46
24.0,4.33,2.49
24.0,4.07,2.75
24.0,4.09,2.75
24.0,4.11,2.74
24.0,4.12,2.73
24.0,4.13,2.72
24.0,4.15,2.71
24.0,4.17,2.7
24.0,4.19,2.69
24.0,4.21,2.67
24.0,4.22,2.65
24.0,4.24,2.64
24.0,4.25,2.63
24.0,4.26,2.61
24.0,4.27,2.59
24.0,4.28,2.56
24.0,4.3,2.54
24.0,4.31,2.52
24.0,4.76,1.79
24.0,4.79,1.74
24.0,4.82,1.7
24.0,4.84,1.66
24.0,5.74,0.67
24.0,5.8,0.62
24.0,5.83,0.59
24.0,5.89,0.54
24.0,5.93,0.51
24.0,5.98,0.46
24.0,6.04,0.42
24.0,6.1,0.39
24.0,6.14,0.35
24.0,6.21,0.31
24.0,6.26,0.28
24.0,6.32,0.24
24.0,6.38,0.21
24.0,6.41,0.22
24.0,6.45,0.24
24.0,6.5,0.25
24.0,0.12,1.05
24.0,5.7,0.7
24.0,4.05,2.76
24.0,5.64,0.75
24.0,5.55,0.84
24.0,4.87,1.61
24.0,4.91,1.56
24.0,4.94,1.52
24.0,4.98,1.48
24.0,5.01,1.43
24.0,5.03,1.39
24.0,5.08,1.33
24.0,5.12,1.29
24.0,5.15,1.26
24.0,5.19,1.2
24.0,5.22,1.16
24.0,5.27,1.12
24.0,5.32,1.07
24.0,5.37,1.03
24.0,5.42,0.97
24.0,5.47,0.91
24.0,5.53,0.86
24.0,5.6,0.8
24.0,0.4,1.15
24.0,4.04,2.77
24.0,4.01,2.78
24.0,2.03,1.71
24.0,2.09,1.73
24.0,2.14,1.76
24.0,2.19,1.78
24.0,2.24,1.8
24.0,2.31,1.84
24.0,2.38,1.88
24.0,1.98,1.68
24.0,2.43,1.9
24.0,2.54,1.95
24.0,2.6,1.98
24.0,2.64,2.02
24.0,2.71,2.05
24.0,2.73,2.06
24.0,2.78,2.1
24.0,2.83,2.12
24.0,2.49,1.93
24.0,1.92,1.66
24.0,1.85,1.63
24.0,1.77,1.6
24.0,0.53,1.2
24.0,0.6,1.21
24.0,0.67,1.24
24.0,0.74,1.25
24.0,0.84,1.28
24.0,0.92,1.3
24.0,0.97,1.32
24.0,1.06,1.35
24.0,1.14,1.37
24.0,1.22,1.39
24.0,1.28,1.41
24.0,1.37,1.44
24.0,1.44,1.47
24.0,1.5,1.48
24.0,1.58,1.51
24.0,1.64,1.53
24.0,1.69,1.57
24.0,2.89,2.17
24.0,2.92,2.19
24.0,2.97,2.22
24.0,3.01,2.25
24.0,3.68,2.71
24.0,3.7,2.71
24.0,3.73,2.73
24.0,3.75,2.74
24.0,3.78,2.75
24.0,3.8,2.76
24.0,3.83,2.76
24.0,3.84,2.77
24.0,3.86,2.77
24.0,3.88,2.78
24.0,3.9,2.78
24.0,3.92,2.79
24.0,3.93,2.79
24.0,3.94,2.78
24.0,3.96,2.78
24.0,3.98,2.79
24.0,3.99,2.79
24.0,3.66,2.69
24.0,4.03,2.78
24.0,3.64,2.68
24.0,3.59,2.65
24.0,3.06,2.28
24.0,3.09,2.31
24.0,3.12,2.32
24.0,3.16,2.35
24.0,3.19,2.38
24.0,3.23,2.4
24.0,3.27,2.42
24.0,3.31,2.45
24.0,3.35,2.47
24.0,3.38,2.48
24.0,3.4,2.5
24.0,3.43,2.52
24.0,3.45,2.54
24.0,3.48,2.56
24.0,3.51,2.58
24.0,3.54,2.61
24.0,3.55,2.62
24.0,3.61,2.66
24.0,0.05,1.01
24.0,0.32,1.13
24.0,6.09,0.13
24.0,3.97,2.07
24.0,3.98,2.06
24.0,3.99,2.03
24.0,4.0,2.02
24.0,4.02,2.0
24.0,4.03,1.98
24.0,4.06,1.94
24.0,3.95,2.09
24.0,4.11,1.89
24.0,4.14,1.85
24.0,4.16,1.82
24.0,4.19,1.79
24.0,4.21,1.76
24.0,4.22,1.74
24.0,4.25,1.71
24.0,4.26,1.67
24.0,4.12,1.87
24.0,3.94,2.11
24.0,3.92,2.12
24.0,3.91,2.14
24.0,3.64,2.32
24.0,3.66,2.32
24.0,3.67,2.32
24.0,3.69,2.31
24.0,3.7,2.31
24.0,3.72,2.3
24.0,3.72,2.28
24.0,3.74,2.28
24.0,3.75,2.26
24.0,3.78,2.25
24.0,3.8,2.24
24.0,3.82,2.22
24.0,3.83,2.21
24.0,3.85,2.2
24.0,3.86,2.19
24.0,3.88,2.17
24.0,3.89,2.15
24.0,4.31,1.63
24.0,4.31,1.61
24.0,4.35,1.56
24.0,4.36,1.56
24.0,5.13,0.74
24.0,5.19,0.69
24.0,5.22,0.66
24.0,5.26,0.61
24.0,5.32,0.58
24.0,5.36,0.55
24.0,5.41,0.51
24.0,5.45,0.49
24.0,5.49,0.46
24.0,5.55,0.4
24.0,5.61,0.36
24.0,5.68,0.32
24.0,5.73,0.29
24.0,5.79,0.25
24.0,5.84,0.22
24.0,5.89,0.2
24.0,5.95,0.15
24.0,5.09,0.77
24.0,3.63,2.32
24.0,5.05,0.8
24.0,4.95,0.89
24.0,4.38,1.51
24.0,4.42,1.48
24.0,4.45,1.44
24.0,4.47,1.4
24.0,4.5,1.36
24.0,4.54,1.33
24.0,4.57,1.28
24.0,4.6,1.25
24.0,4.63,1.22
24.0,4.66,1.18
24.0,4.7,1.14
24.0,4.74,1.09
24.0,4.77,1.07
24.0,4.81,1.03
24.0,4.84,0.99
24.0,4.87,0.96
24.0,4.93,0.91
24.0,4.99,0.86
24.0,6.01,0.13
24.0,3.61,2.33
24.0,3.56,2.32
24.0,1.42,1.4
24.0,1.48,1.41
24.0,1.53,1.43
24.0,1.59,1.46
24.0,1.63,1.47
24.0,1.72,1.49
24.0,1.78,1.51
24.0,1.36,1.38
24.0,1.83,1.54
24.0,1.91,1.57
24.0,1.96,1.59
24.0,2.05,1.62
24.0,2.1,1.65
24.0,2.14,1.67
24.0,2.21,1.7
24.0,2.25,1.72
24.0,1.88,1.56
24.0,1.29,1.36
24.0,1.21,1.33
24.0,1.16,1.32
24.0,6.12,0.14
24.0,0.07,1.02
24.0,0.13,1.04
24.0,0.19,1.06
24.0,0.27,1.1
24.0,0.29,1.11
24.0,0.39,1.14
24.0,0.45,1.16
24.0,0.51,1.18
24.0,0.59,1.19
24.0,0.68,1.2
24.0,0.74,1.22
24.0,0.8,1.23
24.0,0.86,1.24
24.0,0.96,1.26
24.0,1.02,1.28
24.0,1.1,1.3
24.0,2.29,1.74
24.0,2.33,1.75
24.0,2.39,1.78
24.0,2.42,1.8
24.0,3.18,2.21
24.0,3.22,2.22
24.0,3.24,2.23
24.0,3.26,2.24
24.0,3.29,2.25
24.0,3.3,2.25
24.0,3.32,2.26
24.0,3.34,2.27
24.0,3.37,2.28
24.0,3.41,2.29
24.0,3.43,2.3
24.0,3.46,2.31
24.0,3.48,2.32
24.0,3.5,2.33
24.0,3.52,2.32
24.0,3.53,2.33
24.0,3.55,2.32
24.0,3.16,2.19
24.0,3.58,2.32
24.0,3.13,2.18
24.0,3.07,2.14
24.0,2.46,1.82
24.0,2.51,1.84
24.0,2.56,1.86
24.0,2.61,1.89
24.0,2.64,1.91
24.0,2.68,1.93
24.0,2.71,1.95
24.0,2.76,1.96
24.0,2.79,1.98
24.0,2.83,2.01
24.0,2.86,2.03
24.0,2.87,2.03
24.0,2.92,2.06
24.0,2.96,2.09
24.0,3.0,2.11
24.0,3.02,2.11
24.0,3.05,2.13
24.0,3.11,2.16
24.0,6.06,0.14
24.0,3.76,2.25
24.0,0.1,1.03
24.0,4.09,2.18
24.0,4.11,2.16
24.0,4.11,2.13
24.0,4.14,2.1
24.0,4.14,2.08
24.0,4.15,2.05
24.0,4.17,2.03
24.0,4.08,2.2
24.0,4.18,2.02
24.0,4.22,1.95
24.0,4.25,1.91
24.0,4.27,1.88
24.0,4.29,1.85
24.0,4.31,1.83
24.0,4.33,1.79
24.0,4.34,1.76
24.0,4.2,1.98
24.0,4.06,2.21
24.0,4.04,2.23
24.0,4.03,2.25
24.0,3.76,2.44
24.0,3.77,2.43
24.0,3.79,2.42
24.0,3.81,2.42
24.0,3.82,2.41
24.0,3.84,2.4
24.0,3.85,2.39
24.0,3.87,2.37
24.0,3.88,2.36
24.0,3.89,2.35
24.0,3.91,2.35
24.0,3.92,2.34
24.0,3.94,2.32
24.0,3.95,2.31
24.0,3.97,2.29
24.0,3.99,2.27
24.0,4.01,2.26
24.0,4.36,1.73
24.0,4.39,1.7
24.0,4.42,1.65
24.0,4.44,1.62
24.0,5.21,0.74
24.0,5.24,0.7
24.0,5.29,0.66
24.0,5.35,0.62
24.0,5.4,0.59
24.0,5.46,0.54
24.0,5.51,0.5
24.0,5.55,0.47
24.0,0.04,1.01
24.0,5.63,0.41
24.0,5.68,0.37
24.0,5.74,0.32
24.0,5.81,0.28
24.0,5.87,0.24
24.0,5.92,0.21
24.0,6.01,0.16
24.0,6.04,0.14
24.0,5.14,0.79
24.0,3.75,2.45
24.0,5.11,0.83
24.0,4.99,0.93
24.0,4.48,1.57
24.0,4.49,1.55
24.0,4.52,1.5
24.0,4.54,1.47
24.0,4.57,1.44
24.0,4.59,1.4
24.0,4.62,1.36
24.0,4.65,1.33
24.0,4.68,1.29
24.0,4.71,1.26
24.0,4.75,1.22
24.0,4.78,1.17
24.0,4.82,1.12
24.0,4.85,1.08
24.0,4.91,1.03
24.0,4.94,0.99
24.0,4.97,0.96
24.0,5.06,0.88
24.0,3.74,2.45
24.0,5.58,0.45
24.0,3.7,2.45
24.0,1.65,1.48
24.0,1.71,1.5
24.0,1.77,1.52
24.0,1.82,1.54
24.0,1.88,1.57
24.0,1.93,1.59
24.0,2.0,1.62
24.0,2.07,1.64
24.0,2.11,1.66
24.0,2.18,1.69
24.0,2.22,1.71
24.0,2.27,1.73
24.0,2.32,1.75
24.0,2.36,1.77
24.0,2.42,1.8
24.0,2.46,1.82
24.0,2.52,1.85
24.0,1.6,1.46
24.0,2.56,1.87
24.0,1.53,1.44
24.0,1.4,1.39
24.0,0.18,1.06
24.0,3.72,2.46
24.0,0.27,1.09
24.0,0.31,1.11
24.0,0.4,1.15
24.0,0.55,1.19
24.0,0.63,1.2
24.0,0.71,1.22
24.0,0.8,1.24
24.0,0.86,1.25
24.0,0.93,1.26
24.0,1.02,1.28
24.0,1.07,1.29
24.0,1.13,1.31
24.0,1.19,1.33
24.0,1.26,1.35
24.0,1.32,1.37
24.0,1.46,1.41
24.0,2.57,1.88
24.0,0.48,1.17
24.0,2.68,1.93
24.0,3.37,2.34
24.0,3.39,2.35
24.0,3.41,2.36
24.0,3.43,2.37
24.0,3.45,2.38
24.0,3.47,2.38
24.0,3.49,2.39
24.0,3.35,2.33
24.0,3.51,2.4
24.0,3.56,2.43
24.0,3.58,2.43
24.0,3.6,2.42
24.0,3.66,2.43
24.0,3.63,2.43
24.0,3.68,2.44
24.0,2.63,1.9
24.0,3.54,2.41
24.0,3.33,2.32
24.0,3.61,2.43
24.0,3.28,2.3
24.0,3.3,2.31
24.0,2.72,1.95
24.0,2.85,2.02
24.0,2.87,2.04
24.0,2.91,2.07
24.0,2.93,2.09
24.0,2.97,2.11
24.0,3.01,2.14
24.0,2.8,2.01
24.0,2.76,1.98
24.0,3.08,2.18
24.0,3.1,2.2
24.0,3.13,2.22
24.0,3.16,2.23
24.0,3.18,2.25
24.0,3.21,2.25
24.0,3.04,2.16
24.0,3.24,2.26
26.0,3.21,2.44
26.0,3.16,2.43
26.0,3.06,2.39
26.0,2.99,2.35
26.0,2.94,2.31
26.0,2.88,2.27
26.0,1.68,1.61
26.0,2.66,2.15
26.0,2.57,2.1
26.0,2.34,1.95
26.0,2.21,1.88
26.0,2.11,1.82
26.0,1.96,1.76
26.0,1.81,1.67
26.0,2.75,2.21
26.0,2.47,2.03
26.0,3.6,2.41
26.0,3.31,2.48
26.0,4.12,1.8
26.0,4.03,1.94
26.0,3.98,2.0
26.0,3.91,2.11
26.0,3.86,2.16
26.0,3.82,2.21
26.0,3.78,2.27
26.0,3.74,2.3
26.0,3.69,2.34
26.0,3.65,2.38
26.0,3.55,2.44
26.0,3.52,2.46
26.0,3.47,2.48
26.0,3.42,2.48
26.0,3.36,2.49
26.0,3.25,2.46
26.0,1.51,1.55
26.0,5.08,1.11
26.0,1.16,1.41
26.0,4.61,1.68
26.0,4.53,1.79
26.0,4.46,1.92
26.0,4.41,1.99
26.0,4.37,2.05
26.0,4.32,2.13
26.0,4.24,2.23
26.0,4.19,2.31
26.0,4.15,2.36
26.0,4.12,2.4
26.0,4.05,2.46
26.0,4.0,2.52
26.0,3.97,2.53
26.0,4.16,1.75
26.0,3.89,2.6
26.0,4.7,1.56
26.0,1.34,1.47
26.0,4.89,1.31
26.0,5.02,1.17
26.0,1.0,1.35
26.0,0.8,1.27
26.0,0.62,1.23
26.0,0.39,1.18
26.0,0.24,1.11
26.0,6.6,0.16
26.0,6.43,0.11
26.0,6.38,0.11
26.0,6.18,0.22
26.0,6.04,0.32
26.0,5.74,0.53
26.0,5.67,0.58
26.0,5.58,0.65
26.0,5.44,0.78
26.0,5.21,0.98
26.0,4.91,1.31
26.0,4.2,1.67
26.0,3.16,2.87
26.0,4.37,1.46
26.0,3.81,2.53
26.0,3.77,2.62
26.0,3.73,2.7
26.0,3.7,2.73
26.0,3.67,2.78
26.0,3.61,2.85
26.0,3.85,2.44
26.0,3.59,2.89
26.0,3.52,2.94
26.0,3.49,2.97
26.0,3.45,2.98
26.0,3.4,2.98
26.0,3.37,2.98
26.0,3.32,2.96
26.0,3.56,2.91
26.0,3.88,2.37
26.0,3.93,2.28
26.0,4.0,2.12
26.0,3.87,2.6
26.0,5.74,0.16
26.0,5.59,0.15
26.0,5.4,0.28
26.0,5.13,0.52
26.0,5.09,0.55
26.0,4.82,0.82
26.0,4.72,0.94
26.0,4.6,1.1
26.0,4.48,1.23
26.0,4.39,1.38
26.0,4.31,1.51
26.0,4.23,1.63
26.0,4.08,1.93
26.0,4.02,2.08
26.0,3.29,2.95
26.0,3.23,2.91
26.0,3.1,2.83
26.0,3.06,2.79
26.0,0.29,1.13
26.0,6.2,0.15
26.0,6.15,0.14
26.0,5.83,0.18
26.0,5.71,0.27
26.0,5.61,0.31
26.0,5.43,0.46
26.0,5.34,0.52
26.0,5.26,0.58
26.0,4.98,0.82
26.0,4.85,0.93
26.0,4.76,1.01
26.0,4.66,1.13
26.0,4.54,1.26
26.0,4.48,1.33
26.0,0.53,1.24
26.0,4.3,1.57
26.0,0.68,1.29
26.0,1.16,1.47
26.0,2.96,2.72
26.0,2.89,2.65
26.0,2.81,2.59
26.0,2.76,2.54
26.0,2.66,2.46
26.0,2.53,2.37
26.0,2.41,2.25
26.0,2.31,2.18
26.0,2.22,2.12
26.0,2.05,2.0
26.0,1.91,1.9
26.0,1.78,1.82
26.0,1.64,1.73
26.0,1.45,1.63
26.0,1.3,1.55
26.0,0.79,1.34
26.0,3.84,2.62
26.0,5.65,0.45
26.0,3.76,2.67
26.0,5.42,0.65
26.0,5.31,0.76
26.0,5.24,0.86
26.0,5.07,1.04
26.0,4.98,1.18
26.0,4.89,1.3
26.0,5.7,0.4
26.0,4.79,1.43
26.0,4.63,1.7
26.0,4.55,1.87
26.0,4.51,1.92
26.0,4.44,2.05
26.0,4.4,2.15
26.0,4.34,2.25
26.0,4.72,1.57
26.0,5.84,0.3
26.0,5.94,0.27
26.0,6.13,0.31
26.0,1.99,1.83
26.0,1.85,1.75
26.0,1.71,1.68
26.0,1.6,1.62
26.0,1.42,1.54
26.0,1.26,1.46
26.0,1.11,1.41
26.0,0.95,1.34
26.0,0.74,1.27
26.0,0.55,1.23
26.0,0.37,1.16
26.0,0.19,1.07
26.0,0.06,1.02
26.0,6.33,0.33
26.0,6.26,0.33
26.0,4.3,2.32
26.0,4.25,2.4
26.0,4.21,2.48
26.0,4.14,2.55
26.0,2.91,2.32
26.0,2.76,2.22
26.0,2.64,2.13
26.0,2.52,2.06
26.0,2.38,1.97
26.0,2.21,1.87
26.0,2.05,1.79
26.0,1.9,1.71
26.0,1.71,1.64
26.0,1.5,1.55
26.0,1.34,1.48
26.0,3.82,2.65
26.0,0.84,1.32
26.0,0.62,1.26
26.0,0.23,1.1
26.0,3.01,2.4
26.0,2.13,1.91
26.0,3.09,2.45
26.0,3.29,2.58
26.0,4.11,2.61
26.0,4.08,2.64
26.0,4.03,2.68
26.0,4.01,2.7
26.0,3.95,2.75
26.0,3.91,2.77
26.0,3.86,2.78
26.0,3.81,2.78
26.0,3.75,2.8
26.0,3.7,2.79
26.0,3.63,2.77
26.0,3.58,2.75
26.0,3.5,2.72
26.0,3.42,2.66
26.0,3.36,2.63
26.0,3.18,2.51
26.0,2.21,1.96
26.0,1.16,1.42
26.0,2.45,2.11
26.0,1.82,1.62
26.0,1.66,1.56
26.0,1.51,1.5
26.0,1.31,1.43
26.0,1.1,1.35
26.0,0.88,1.29
26.0,1.99,1.69
26.0,0.74,1.25
26.0,0.26,1.08
26.0,6.08,0.08
26.0,5.89,0.08
26.0,5.8,0.07
26.0,5.61,0.06
26.0,5.55,0.04
26.0,0.51,1.18
26.0,2.15,1.78
26.0,2.27,1.84
26.0,2.42,1.92
26.0,2.32,2.03
26.0,3.7,2.65
26.0,3.58,2.62
26.0,3.53,2.6
26.0,3.46,2.57
26.0,3.39,2.53
26.0,3.33,2.49
26.0,3.26,2.46
26.0,3.17,2.39
26.0,3.07,2.33
26.0,3.02,2.29
26.0,2.89,2.21
26.0,2.76,2.13
26.0,2.69,2.09
26.0,2.61,2.03
